title,description,date,opponent,score,subject,location (city),location (stadium),latitude,longitude,cost,source,identifier,relation,rights,standardized rights,type,format,language,date digital,digitization specifications,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,image link,contentdm file path,object-id
"Football Program. Idaho - University of Arizona, 11/11/1961,  Boise (Idaho)","Official souvenir program of the Idaho - University of Arizona football game, Saturday, November 11, 1961, Boise (Idaho). Cover depicts a picture of a three football players, the stadium, a member of the marching band, and a cheerleader.",1961-11-11,University of Arizona,7-43,Arizona; Idaho; 1960,Boise (Idaho),Bronco Stadium,43.602778,-116.195813,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",AZ.id.11.11.61,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/30,30,126.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=30&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=830&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/126.jp2,football30
"Football Program. Idaho - College of the Pacific, 11/04/1961, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - College of the Pacific football game, Saturday, November 04, 1961, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football players in blue getting tackled by football players in white.",1961-11-04,College of the Pacific,2-27,Pacific; Idaho; Neale Stadium; Dad's Day; 1961,Moscow (Idaho),Neale Stadium,46.726393,-117.015531,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",CP.id.11.4.61,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/31,31,127.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=31&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=4931&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/127.jp2,football31
"Football Program. Idaho -University of Montana, 11/18/1961, Bronco Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Montana football game, Saturday, November 18, 1961, Bronco Stadium, Moscow (Idaho). Cover depicts a picture of two football players, one starting a pass, one completing a pass, and a small picture of football players tackling each other.",1961-11-18,University of Montana,16-14,Montana; Idaho; 1961,Boise (Idaho),Bronco Stadium,43.602798,-116.195833,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",MT.id.11.18.61,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/32,32,128.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=32&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=932&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/128.jp2,football32
"Football Program. Idaho - University of Oregon, 09/20/1958, Hayward Field, Eugene (Oregon)","Official souvenir program of the Idaho - University of Oregon football game, Saturday, September 20, 1958, Hayward Field, Eugene (Oregon). Cover depicts a picture of a football player in a yellow uniform meandering to avoid take down.",1958-09-20,University of Oregon,0-27,Oregon; Idaho; 1958,Eugene (Oregon),Hayward Field,44.04225,-123.07067,$0.35,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",OM.id.9.20.58,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/33,33,129.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=33&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=3333&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/129.jp2,football33
"Football Program. Idaho - College of the Pacific, 10/31/1964, Pacific Memorial Stadium, Stockton (California)","Official souvenir program of the Idaho - College of the Pacific football game, Saturday, October 31, 1964, Pacific Memorial Stadium, Stockton (California). Official Program. Cover depicts pictures of a football player about to pass the ball.",1964-10-31,College of the Pacific,40-0,Pacific; Idaho; Stockton; 1964,Stockton (California),Pacific Memorial Stadium,37.977879,-121.317376,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",CP.id.10.31.64,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/34,34,13.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=34&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=10434&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/13.jp2,football34
"Football Program. Idaho - University of Utah, 10/04/1958, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Utah football game, Saturday, October 04, 1958, Salt Lake City (Utah) University of Utah Stadium. Cover depicts a picture of a football player in red hugging a girl with blonde hair and blue eyes.",1958-10-04,University of Utah,20-0,Utah; Idaho; 1958,Salt Lake City (Utah),Ute Stadium,40.759883,-111.848941,$0.35,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",UT.id.10.4.58,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/35,35,130.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=35&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=13335&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/130.jp2,football35
"Football Program. Idaho - Washington State College, 10/11/1958, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Washington State College football game, Saturday, October 11, 1958, Neale Stadium, Moscow (Idaho). Cover depicts a picture of a red football player tackling a blue football player who is trying to catch the ball.",1958-10-11,Washington State,0-8,Washington; Idaho; 1958,Moscow (Idaho),Neale Stadium,46.726413,-117.015511,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",WS.id.10.11.58,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/36,36,131.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=36&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5036&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/131.jp2,football36
"Football Program. Idaho - University of Arizona, 10/25/1958, Tucson (Arizona)","Official souvenir program of the Idaho - University of Arizona football game, Saturday, October 25, 1958, Tucson (Arizona). Senior and Band Day. Cover depicts a picture of a senior Arizona State football player named Marty Hurd.",1958-10-25,University of Arizona,24-16,Arizona; Idaho; Senior and Band Day; 1958,Tucson (Arizona),Arizona Stadium,32.228758,-110.948684,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",AS.id.10.25.58,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/37,37,132.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=37&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=137&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/132.jp2,football37
"Football Program. Idaho - Montana State University, 11/08/1958, Dornblaser Field, Missoula (Montana)","Official souvenir program of the Idaho - Montana State University football game, Saturday, November 08, 1958, Dornblaser Field, Missoula (Montana). Little Brown Stein Game. Cover depicts a picture of football player Stan Renning running in a white uniform.",1958-11-08,Montana State University,14-6,Montana; Idaho; Little Brown Stein Game; 1958,Missoula (Montana),Dornblaser Field,46.860663,-113.981839,,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",MT.11.8.1958,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/38,38,133.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=38&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=2438&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/133.jp2,football38
"Football Program. Idaho - University of Oregon, 10/14/1950, Neale Stadium","Official souvenir program of the Idaho - University of Oregon football game, Saturday, October 14,1950, Neale Stadium. Homecoming. Cover depicts a cartoon picture of a football player in blue tackling a football player in red, and accidentally the referee as well.",1950-10-14,University of Oregon,14-0,Oregon; Idaho; Homecoming; 1950,Moscow (Idaho),Neale Stadium,46.726433,-117.015491,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",or.ID. 10.14.50,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/39,39,134.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=39&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5139&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/134.jp2,football39
"Football Program. Idaho - Utah State, 11/15/1958, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Utah State football game, Saturday, November 15, 1958, Neale Stadium, Moscow (Idaho). Dad's Day. Cover depicts a picture of a football player in a white uniform catching a football.",1958-11-15,Utah State,34-7,Utah; Idaho; Dad's Day; 1958,Moscow (Idaho),Neale Stadium,46.726453,-117.015471,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",UT.11.15.58,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/40,40,135.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=40&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5240&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/135.jp2,football40
"Football Program. Idaho - University of Idaho, 05/16/1959, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Idaho football game, Saturday, May 16, 1959, Neale Stadium, Moscow (Idaho). Varsity against Alumni. Cover depicts a picture of a football player in a white uniform about to throw the football.",1959-05-16,University of Idaho,,Idaho; Varsity; Alumni; 1959,Moscow (Idaho),Neale Stadium,46.726473,-117.015451,$0.10,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",UI.5.16.59,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/41,41,136.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=41&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5341&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/136.jp2,football41
"Football Program. Idaho - Utah State, 09/19/1959, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - Utah State football game, Tuesday, September 19, 1959,Romney Stadium, . Cover depicts a picture of the cleat of a football player punting a balll.",1959-09-19,Utah State,0-14,Utah; Idaho; 1959,Moscow (Idaho),Neale Stadium,46.726493,-117.015431,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",UT.9.19.59,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/42,42,137.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=42&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5442&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/137.jp2,football42
"Football Program. Idaho - University of Oregon, 10/21/1967, Autzen Stadium, Eugene (Oregon)","Official souvenir program of the Idaho - University of Oregon football game, Saturday, October 21,1967, Hayward Field, Eugene (Oregon). Cover depicts a picture of Autzen Stadium in Eugene, Oregon.",1967-10-21,University of Oregon,6-31,Oregon; Idaho; 1967,Eugene (Oregon),Autzen Stadium,44.057722,-123.068333,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",OR.id.10.21.67,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/43,43,138.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=43&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=643&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/138.jp2,football43
"Football Program. Idaho - University of Oregon, 10/28/1922, Multnomah Field, Eugene (Oregon)","Official souvenir program of the Idaho - University of Oregon football game, Saturday, October 28, 1922, Multnomah Field, Eugene (Oregon). Cover depicts a picture of a football player in a three point stance.",1922-10-28,University of Oregon,0-3,Oregon; Idaho; 1922,Eugene (Oregon),Multnomah Field,45.521274,-122.691761,,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",OR.id.10.28.22,University of Idaho Football Program Covers Collection,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/p ublicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/44,44,139.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=44&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=4144&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/139.jp2,football44
"Football Program. Idaho - College of the Pacific, 11/14/1953, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - College of the Pacific football game, Saturday, November 14, 1953, Neale Stadium, Moscow (Idaho). Official Program. Cover depicts picture of a dad, mom, and sister cheering on their team on Dad's Day.",1953-11-14,College of the Pacific,0-33,Pacific; Idaho; Neale Stadium; Dad's Day; 1953,Moscow (Idaho),Neale Stadium,46.726513,-117.015411,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",cp.ID.11.14.53,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/45,45,14.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=45&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5545&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/14.jp2,football45
"Football Program. Idaho - Oregon State, 10/29/1966, Bronco Stadium, Boise (Idaho)","Official souvenir program of the Idaho - University of Oregon football game, Saturday, October 29, 1966, Boise (Idaho). Cover depicts a picture of a football player in red tackling a football player in green.",1966-10-29,University of Oregon,7-28,Oregon State; Idaho; 1966,Boise (Idaho),Bronco Stadium,43.602778,-116.195833,$0.50,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",or.ID.10.29.66,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/46,46,140.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=46&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=1046&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/140.jp2,football46
"Football Program. Idaho - Parsons College, 11/10/1962, Neale Stadium, Moscow (Idaho)","Official souvenir program of the Idaho - University of Oregon football game, Saturday, November 10, 1962, Neale Stadium, Moscow (Idaho). Homecoming. Cover depicts a picture of a football player in blue running the ball with his teammate about to tackle a player in yellow in front of him, with a large football as a backdrop behind them.",1962-11-10,Oregon State,0-32,Oregon State; Idaho; Homecoming; 1962,Moscow (Idaho),Neale Stadium,46.726533,-117.015391,$0.25,"VF UI Athletics, University of Idaho Athletics Vertical File, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",or.ID.11.10.62,University of Idaho Football Program Covers Collection,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vo cab/InC-EDU/1.0/,Image;StillImage,image/jpg,eng,4/1/2011,"Originals are 600 dpi TIFFs, reduced to 150 dpi jpgs for online viewing",,,7/18/2011,3/30/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/football/id/47,47,141.jp2,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=47&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=5647&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0,/football/image/141.jp2,football47
